gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction,age_group,experience_level,hourly_rate_log
Female,50.0,Italy,Italian,Data Analysis,16.0,75.0,4.5,0,69.0,41-50,Senior,4.330733340286331
Male,48.0,South Africa,Afrikaans,Web Development,8.0,50.0,2.6,1,73.0,41-50,Mid,3.9318256327243257
Male,60.0,Spain,Spanish,Blockchain Development,39.0,20.0,1.4,1,86.0,51-60,Expert,3.044522437723423
Male,26.0,Egypt,Arabic,Machine Learning,9.0,50.0,0.0,1,81.0,20-30,Mid,3.9318256327243257
Female,35.0,South Korea,Korean,Graphic Design,16.0,100.0,4.3,1,74.0,31-40,Senior,4.61512051684126
Male,23.0,United States,English,Blockchain Development,4.0,100.0,2.2,1,64.0,20-30,Mid,4.61512051684126
Male,37.0,Australia,English,Graphic Design,4.0,75.0,3.2,0,76.0,31-40,Mid,4.330733340286331
Female,21.0,Argentina,Spanish,Ai,2.0,100.0,3.7,1,73.0,20-30,Junior,4.61512051684126
Female,58.0,Germany,German,Ui/Ux Design,37.0,50.0,4.9,0,69.0,51-60,Expert,3.9318256327243257
Female,52.0,Indonesia,Indonesian,Mobile Apps,32.0,75.0,3.2,0,79.0,51-60,Expert,4.330733340286331
Male,46.0,Russia,Russian,Mobile Apps,8.0,20.0,2.2,0,89.0,41-50,Mid,3.044522437723423
Female,34.0,South Africa,Afrikaans,Devops,8.0,30.0,3.9,1,95.0,31-40,Mid,3.4339872044851463
Male,56.0,Turkey,Turkish,Devops,13.0,100.0,0.0,0,68.0,51-60,Senior,4.61512051684126
Female,26.0,Germany,German,Blockchain Development,6.0,40.0,2.8,0,82.0,20-30,Mid,3.713572066704308
Female,37.0,Japan,Japanese,Data Analysis,15.0,75.0,2.6,0,94.0,31-40,Senior,4.330733340286331
Male,46.0,Russia,Russian,Machine Learning,22.0,100.0,2.8,1,97.0,41-50,Expert,4.61512051684126
Female,36.0,Mexico,Spanish,Ui/Ux Design,18.0,20.0,1.7,1,72.0,31-40,Senior,3.044522437723423
